grievance_id,text,category,,,,,,,,,,,,,,,,,,,,,,,
GRVH900138,"Respected Sir, Garbage Varanasi mein 5 din se uthaya nahi gaya, badbu aa rahi hai. Kripya jald samadhan karein.",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900047,"Patna mein bijli 20 din se gayab hai, transformer kharab ho gaya lagta hai. Otherwise we will protest.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900023,"Sir/Madam, Water pipeline leak ho gaya hai Jaipur mein, sadak par paani bah raha hai a month se. Thank you.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900530,"Respected Sir, Contractor Gwalior construction site par safety equipment nahi deta, accident ka khatra rehta hai.",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900452,"Passbook update Kanpur bank branch mein 1 mahine se nahi ho raha, staff kaam nahi kar rahe. Bahut pareshaan hain hum log.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900125,"Sir/Madam, ????????? ???? ????? Napier Town ??? ??????? ?? ??? ???, ???? ????? ???? ? ???? ????? ???? ???????? ?????",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900355,"?????, Government school Napier Town mein books 10 din se distribute nahi hui, session shuru ho chuka hai. Bahut pareshaan hain hum log.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900078,"Namaste sir, Gandhi Nagar mein bijli 5 din se gayab hai, transformer kharab ho gaya lagta hai. ????? ???? ???????? ?????",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900295,"Sir/Madam, ???? Adhartal ??? ?????? ???? ?? ?? ????? ?? ??????? ????, 5 din ??? ?? ??? ???????? ????? Bahut pareshaan hain hum log.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900277,"FIR Gandhi Nagar thane mein darj nahi ki ja rahi hai 5 din se, police sun nahi rahi. Bahut pareshaan hain hum log.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900069,"Nagpur mein bijli 1 hafta se gayab h, transformer kharab ho gaya lagta hai. Thank you.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900510,????? ?????? ???? ?????? ?? ??? 1000 ???? ????? ?? Jaipur ???????? ???? Sadar naman.,Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900134,"?????, Municipal safai gaadi Indore area cover nahi karti, kachra jama hota rehta hai roz. Otherwise we will protest.",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900161,"Respected Sir, Divyang pension yojna ka labh Ashok Gupta ko two weeks se nahi mil raha Wright Town mein, form baar baar reject ho raha. Thank you.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900169,"?????, Divyang pension yojna ka labh Deepak Chouhan ko 20 din se nahi mil raha Model Town mein, form baar baar reject ho raha. Thank you.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900597,"Respected Sir, Birth certificate Shastri Colony nagar nigam se one week se nahi bana, school admission ruk gaya.",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900451,"Respected Sir, ?????? ??? ????? Patna ???? ???? ??? one week ?? ????? ??, ??? ??? ???????? ????? ?? ??? ???? Thank you.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900529,"Sir/Madam, Contract worker Bhopal factory mein PF aur ESI ka labh nhi diya ja raha hai kai mahino se.",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900008,"???? ?????? ?? ??? Ward 12 ??? ???? ????? ??? ???? ???, logo ko paani nahi mil pa raha. Sadar naman.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900055,"?????, Meter reading galat li gayi hai Kotwali area mein, bill 500 zyada aaya, bijli connection sahi hai fir bhi. ????? ???? ???????? ?????",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900218,"Dear officer, ???? ????? Ward 12 ??? 1 hafta ?? ?????? ?? ??? ????? ??, ??? ?????? ???? ?? ???? Otherwise we will protest.",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900193,"Divyang pension yojna ka labh Deepak Chouhan ko 1 hafta se nahi mil raha Civil Lines mein, form baar baar reject ho raha. ????? ???? ???????? ?????",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900103,"Respected Sir, Speed breaker Kotwali area mein bina signage ke bana diya gaya, 20 din mein do accident ho chuke hain. Thank you.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900213,"Sir/Madam, ???? ????? Raipur ??? 3 days ?? ?????? ?? ??? ????? ??, ??? ?????? ???? ?? ????",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900319,"Sarkari hospital Madan Mahal mein doctor 2 hafte se nahi aa rahe, mareez pareshan hain. Bahut pareshaan hain hum log.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900290,"???? Adhartal ??? ?????? ???? ?? ?? ????? ?? ??????? ????, 10 din ??? ?? ??? ???????? ?????",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900064,"Sir/Madam, Meter reading galat li gayi hai Raipur mein, bill 2000 zyada aaya, bijli connection sahi hai fir bhi. Bahut pareshaan hain hum log.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900467,"Passbook update Lucknow bank branch mein 3 days se nhi ho raha, staff kaam nahi kar rahe. Please take urgent action.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900359,"Sir/Madam, Government school Indore mein books 10 din se distribute nahi hui, session shuru ho chuka hai. Sadar naman.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900056,"Meter reading galat li gayi h Sector 7 mein, bill 2000 zyada aaya, bijli connection sahi hai fir bhi. ????? ???? ???????? ?????",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900004,"Dear officer, Water supply ka pipeline Civil Lines mein fata pada hai, saaf paani nahi mil raha logo ko. Kripya jald samadhan karein.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900534,Contract worker Bhopal factory mein PF aur ESI ka labh nahi diya ja raha hai kai mahino se. Thank you.,Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900080,"Respected Sir, Meter reading galat li gayi hai Raipur mein, bill 5000 zyada aaya, bijli connection sahi hai fir bhi. Thank you.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900201,"Namaste sir, Divyang pension yojna ka labh Vikas Tiwari ko 2 hafte se nahi mil raha Madan Mahal mein, form baar baar reject ho raha. Please take urgent action.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900392,"?????, ????????? ????? ??????? Wright Town ?? ????? ??? ?? ???? ?????, ???? ???? ??? ???? ?????? ???",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900230,"???? ????? Varanasi ??? 3 din ?? ?????? ?? ??? ????? ??, ??? ?????? ???? ?? ????",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900067,"Dear officer, Model Town mein bijli 2 hafte se gayab hai, transformer kharab ho gaya lagta hai. Otherwise we will protest.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900113,"Speed breaker Indore mein bina signage ke bana diya gaya, two weeks mein do accident ho chuke hain. Kripya jald samadhan karein.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900135,"?????, Garbage Madan Mahal mein 2 hafte se uthaya nahi gaya, badbu aa rahi hai. ????? ???? ???????? ?????",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900496,"Respected Sir, ????? ?????? ???? ?????? ?? ??? 500 ???? ????? ?? Wright Town ???????? ???? Otherwise we will protest.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900297,"???? Raipur ??? ?????? ???? ?? ?? ????? ?? ??????? ????, 3 din ??? ?? ??? ???????? ?????",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900058,"Namaste sir, Meter reading galat li gayi hai Bhopal mein, bill 1000 zyada aaya, bijli connection sahi hai fir bhi.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900259,"FIR Ranchi thane mein darj nahi ki ja rahi hai 2 hafte se, police sun nahi rahi. Please take urgent action.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900480,"Ration dealer Sector 7 mein har mahine paise leta hai anaj dene ke liye, complaint dena chahta hoon. Thank you.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900258,"???? Patna ??? ?????? ???? ?? ?? ????? ?? ??????? ????, 1 hafta ??? ?? ??? ???????? ????? Otherwise we will protest.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900569,"Respected Sir, ???????? Gandhi Nagar ??? ??????? ?? ??????? ???? ???? ???? ?? ??? ?? 15 din ??? Otherwise we will protest.",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900455,"Sir/Madam, Passbook update Sector 7 bank branch mein two weeks se nahi ho raha, staff kaam nahi kar rahe. Please take urgent action.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900262,"FIR Varanasi thane mein darj nhi ki ja rahi hai 1 hafta se, police sun nahi rahi. Thank you.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900434,"Respected Sir, ?????? ??? ????? Raipur ???? ???? ??? 10 din ?? ????? ??, ??? ??? ???????? ????? ?? ??? ????",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900314,"?????, Blood bank Shastri Colony mein zaroori blood group available nahi tha emergency mein, delay se dikkat hui. Kripya jald samadhan karein.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900441,"Namaste sir, ?????? ??? ????? Ranchi ???? ???? ??? 20 din ?? ????? ??, ??? ??? ???????? ????? ?? ??? ???? Otherwise we will protest.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900280,"?????, FIR Adhartal thane mein darj nahi ki ja rahi hai 20 din se, police sun nahi rahi. Otherwise we will protest.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900013,"Sir/Madam, No proper drinking water paani facility in Raipur village, women have to walk 2km daily. Thank you.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900014,"???? ?????? ?? ??? Raipur ??? ???? ????? ??? ???? ???, logo ko paani nahi mil pa raha. Sadar naman.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900050,"Namaste sir, Wright Town mein bijli 10 din se gayab h, transformer kharab ho gaya lagta hai. Otherwise we will protest.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900488,"Namaste sir, ????? ?????? ???? ?????? ?? ??? 3000 ???? ????? ?? Model Town ???????? ????",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900257,"Dear officer, ???? Napier Town ??? ?????? ???? ?? ?? ????? ?? ??????? ????, 20 din ??? ?? ??? ???????? ????? Thank you.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900235,"???? ????? Ranchi ??? 1 hafta ?? ?????? ?? ??? ????? ??, ??? ?????? ???? ?? ???? Bahut pareshaan hain hum log.",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900032,"Drinking water contaminated hai Nagpur mein, please send sample testing team. Otherwise we will protest.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900116,"Flyover construction Ranchi mein delay ho raha hai one week se, traffic diversion se logo ko dikkat. Bahut pareshaan hain hum log.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900200,"Anil Yadav ki pension two weeks se nahi mili hai, bank account Kanpur branch mein hai. Bahut pareshaan hain hum log.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900422,"Namaste sir, ???? ?? ????? Lucknow ??? ??? ??? ??????? ?? ??? ??, ?? ???? ???? ?? ??? ??? Sadar naman.",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900197,"Pooja Sharma ki pension 5 din se nahi mili hai, bank account Kanpur branch mein hai. Otherwise we will protest.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900111,"Sir/Madam, Speed breaker Patna mein bina signage ke bana diya gaya, 15 din mein do accident ho chuke hain.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900398,"Respected Sir, ???? ?? ????? Ward 12 ??? ??? ??? ??????? ?? ??? ??, ?? ???? ???? ?? ??? ???",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900506,"Dear officer, Bribe li gayi thi Meena Kori se Wright Town office mein kaam ke badle mein, sabuth hai.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900177,"Respected Sir, Divyang pension yojna ka labh Ashok Gupta ko one week se nhi mil raha Civil Lines mein, form baar baar reject ho raha. Please take urgent action.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900114,"?????, Flyover construction Nagpur mein delay ho raha hai 3 din se, traffic diversion se logo ko dikkat. Please take urgent action.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900154,"Municipal safai gaadi Lucknow area cover nahi karti, kachra jama hota rehta hai roz. Kripya jald samadhan karein.",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900491,"Bribe li gayi thi Ramesh Kumar se Madan Mahal office mein kaam ke badle mein, sabuth hai. Please take urgent action.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900120,"Respected Sir, Municipal safai vibhag Napier Town mein complain karne par bhi kachra nahi uthata, ganda mahaul h. Bahut pareshaan hain hum log.",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900343,"Namaste sir, Sarkari hospital Nagpur mein doctor 20 din se nahi aa rahe, mareez pareshan hain. Sadar naman.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900027,"Water pipeline leak ho gaya hai Gandhi Nagar mein, sadak par paani bah raha hai two weeks se. Bahut pareshaan hain hum log.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900495,"?????, Bribe li gayi thi Vikas Tiwari se Model Town office mein kaam ke badle mein, sabuth hai. ????? ???? ???????? ?????",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900378,"Sir/Madam, Government school Gwalior mein books 20 din se distribute nahi hui, session shuru ho chuka hai. Thank you.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900362,"Dear officer, Government school Wright Town mein books a month se distribute nahi hui, session shuru ho chuka hai. Otherwise we will protest.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900570,???????? Gwalior ??? ??????? ?? ??????? ???? ???? ???? ?? ??? ?? 1 mahine ???,Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900424,"???? ?? ????? Ward 12 ??? ??? ??? ??????? ?? ??? ??, ?? ???? ???? ?? ??? ??? Kripya jald samadhan karein.",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900402,"PDS dealer Patna mein kerosene nahi de raha, black market mein bech raha hai shayad. Thank you.",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900092,"Speed breaker Wright Town mein bina signage ke bana diya gaya, a month mein do accident ho chuke hain. Otherwise we will protest.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900276,"???? Jabalpur ??? ?????? ???? ?? ?? ????? ?? ??????? ????, 1 hafta ??? ?? ??? ???????? ????? Kripya jald samadhan karein.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900522,"?????, ????? ?????? ???? ?????? ?? ??? 2000 ???? ????? ?? Sector 7 ???????? ???? Kripya jald samadhan karein.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900054,"Sir/Madam, Bhopal mein bijli 10 din se gayab hai, transformer kharab ho gaya lagta hai. Sadar naman.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900356,"Respected Sir, Government school Wright Town mein books a month se distribute nahi hui, session shuru ho chuka hai. Sadar naman.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900408,"????????? ????? ??????? Kotwali area ?? ????? ??? ?? ???? ?????, ???? ???? ??? ???? ?????? ??? Sadar naman.",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900336,"Blood bank Gwalior mein zaroori blood group available nahi tha emergency mein, delay se dikkat hui. Otherwise we will protest.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900419,"?????, ????????? ????? ??????? Indore ?? ????? ??? ?? ???? ?????, ???? ???? ??? ???? ?????? ??? Please take urgent action.",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900267,"?????, ???? Ward 12 ??? ?????? ???? ?? ?? ????? ?? ??????? ????, two weeks ??? ?? ??? ???????? ????? Bahut pareshaan hain hum log.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900414,"Sir/Madam, ???? ?? ????? Ward 12 ??? ??? ??? ??????? ?? ??? ??, ?? ???? ???? ?? ??? ??? Kripya jald samadhan karein.",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900199,"Respected Sir, Divyang pension yojna ka labh Rajesh Verma ko a month se nhi mil raha Wright Town mein, form baar baar reject ho raha. Otherwise we will protest.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900415,"????????? ????? ??????? Madan Mahal ?? ????? ??? ?? ???? ?????, ???? ???? ??? ???? ?????? ??? Please take urgent action.",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900212,"Sir/Madam, Registry ke baad bhi khasra number update nahi hua Civil Lines revenue office mein. Bahut pareshaan hain hum log.",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900096,"?????, Flyover construction Patna mein delay ho raha hai 10 din se, traffic diversion se logo ko dikkat. Kripya jald samadhan karein.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900035,"???? ?????? ?? ??? Shastri Colony ??? ???? ????? ??? ???? ???, logo ko paani nahi mil pa raha. Otherwise we will protest.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900090,"Flyover construction Model Town mein delay ho raha hai 3 days se, traffic diversion se logo ko dikkat. Kripya jald samadhan karein.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900395,"???? ?? ????? Jabalpur ??? ??? ??? ??????? ?? ??? ??, ?? ???? ???? ?? ??? ??? Otherwise we will protest.",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900349,"?????, Government school Sector 7 mein books 20 din se distribute nahi hui, session shuru ho chuka h. Please take urgent action.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900468,"Dear officer, Passbook update Bhopal bank branch mein 15 din se nahi ho raha, staff kaam nahi kar rahe. Kripya jald samadhan karein.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900266,"Namaste sir, ???? Raipur ??? ?????? ???? ?? ?? ????? ?? ??????? ????, 3 din ??? ?? ??? ???????? ????? ????? ???? ???????? ?????",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900607,"Respected Sir, ???? ?????? ???? ??? ??? ??? ?? ??? ?? Varanasi ???????? ??, ????? ?????? Bahut pareshaan hain hum log.",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900122,"?????, Municipal safai gaadi Napier Town area cover nhi karti, kachra jama hota rehta h roz. ????? ???? ???????? ?????",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900346,"Sir/Madam, Midday meal quality Jaipur school mein bahut kharab hai, bacche bimar pad rahe hain. Please take urgent action.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900018,"Dear officer, Water supply ka pipeline Sector 7 mein fata pada hai, saaf paani nahi mil raha logo ko.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900563,"Namaste sir, ???????? Indore ??? ??????? ?? ??????? ???? ???? ???? ?? ??? ?? 3 days ??? Kripya jald samadhan karein.",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900595,"Namaste sir, ???? ?????? ???? ??? ??? ??? ?? ??? ?? Gandhi Nagar ???????? ??, ????? ?????? Otherwise we will protest.",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900109,"Sir/Madam, Speed breaker Civil Lines mein bina signage ke bana diya gaya, a month mein do accident ho chuke hain.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900003,"Drinking water contaminated hai Ranchi mein, please send sample testing team. Kripya jald samadhan karein.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900151,"Garbage Indore mein two weeks se uthaya nhi gaya, badbu aa rahi h. Thank you.",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900039,"Respected Sir, No proper drinking water paani facility in Madan Mahal village, women have to walk 2km daily. Please take urgent action.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900454,"Respected Sir, ?????? ??? ????? Patna ???? ???? ??? 3 din ?? ????? ??, ??? ??? ???????? ????? ?? ??? ???? ????? ???? ???????? ?????",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900435,"?????, Passbook update Patna bank branch mein 1 hafta se nahi ho raha, staff kaam nahi kar rahe. Thank you.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900112,"Flyover construction Model Town mein delay ho raha hai 10 din se, traffic diversion se logo ko dikkat.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900315,"Dear officer, Sarkari hospital Sector 7 mein doctor 2 hafte se nahi aa rahe, mareez pareshan hain. Otherwise we will protest.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900593,"Birth certificate Varanasi nagar nigam se one week se nahi bana, school admission ruk gaya. Otherwise we will protest.",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900089,"Namaste sir, Sadak Civil Lines mein 3 din se kaam adhura pada hai, dhool aur gaddo ki wajah se logo ko pareshani. Sadar naman.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900131,"Garbage Madan Mahal mein 3 days se uthaya nahi gaya, badbu aa rahi hai. Please take urgent action.",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900367,"Midday meal quality Raipur school mein bahut kharab hai, bacche bimar pad rahe hain. Otherwise we will protest.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900086,"Namaste sir, Sadak Patna mein 10 din se kaam adhura pada hai, dhool aur gaddo ki wajah se logo ko pareshani. Thank you.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900425,"Namaste sir, ????????? ????? ??????? Varanasi ?? ????? ??? ?? ???? ?????, ???? ???? ??? ???? ?????? ??? ????? ???? ???????? ?????",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900485,"Ration dealer Nagpur mein har mahine paise leta hai anaj dene ke liye, complaint dena chahta hoon. Otherwise we will protest.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900043,"Water pipeline leak ho gaya hai Lucknow mein, sadak par paani bah raha hai a month se. Bahut pareshaan hain hum log.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900600,"Birth certificate Nagpur nagar nigam se one week se nahi bana, school admission ruk gaya. Kripya jald samadhan karein.",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900371,"Midday meal quality Wright Town school mein bahut kharab hai, bacche bimar pad rahe hain. Thank you.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900507,"Ration dealer Ranchi mein har mahine paise leta hai anaj dene ke liye, complaint dena chahta hoon. Thank you.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900305,"Dear officer, Blood bank Gwalior mein zaroori blood group available nahi tha emergency mein, delay se dikkat hui. Thank you.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900117,"Municipal safai vibhag Kotwali area mein complaint karne par bhi kachra nahi uthata, ganda mahaul hai. Kripya jald samadhan karein.",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900073,"Load shedding Nagpur area mein bahut zyada ho rahi hai, bijli sirf kuch ghante milti hai. Bahut pareshaan hain hum log.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900191,"Rekha Ahirwar ki pension 1 mahine se nahi mili hai, bank account Kotwali area branch mein hai. Otherwise we will protest.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900377,"Midday meal quality Sector 7 school mein bahut kharab h, bacche bimar pad rahe hain. Please take urgent action.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900275,"FIR Indore thane mein darj nahi ki ja rahi h 10 din se, police sun nahi rahi. Otherwise we will protest.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900052,"Dear officer, Meter reading galat li gayi hai Kanpur mein, bill 5000 zyada aaya, bijli connection sahi hai fir bhi. Kripya jald samadhan karein.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900328,"Namaste sir, Sarkari hospital Model Town mein doctor 3 days se nhi aa rahe, mareez pareshan hn.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900083,"Speed breaker Nagpur mein bina signage ke bana diya gaya, 10 din mein do accident ho chuke hain. Sadar naman.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900130,"Dear officer, ????????? ???? ????? Ward 12 ??? ??????? ?? ??? ???, ???? ????? ???? ? ???? ????? ???? ???????? ?????",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900171,"Ramesh Kumar ki pension 5 din se nahi mili hai, bank account Varanasi branch mein hai. Otherwise we will protest.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900450,"Dear officer, Passbook update Jaipur bank branch mein 3 days se nahi ho raha, staff kaam nahi kar rahe. Please take urgent action.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900542,"Sir/Madam, ???????? Bhopal ??? ??????? ?? ??????? ???? ???? ???? ?? ??? ?? a month ??? Please take urgent action.",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900339,"?????, Sarkari hospital Indore mein doctor 5 din se nahi aa rahe, mareez pareshan hain. Sadar naman.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900340,"Sarkari hospital Adhartal mein doctor 5 din se nahi aa rahe, mareez pareshan hain. Bahut pareshaan hain hum log.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900469,"?????, ?????? ??? ????? Varanasi ???? ???? ??? two weeks ?? ????? ??, ??? ??? ???????? ????? ?? ??? ???? Please take urgent action.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900097,"?????, Flyover construction Gwalior mein delay ho raha hai two weeks se, traffic diversion se logo ko dikkat.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
